Date,Open,High,Close,Low
"2015-01-01 18:00:00",2055.0000,2059.0000,2058.7500,2055.0000
"2015-01-01 19:00:00",2059.0000,2059.0000,2058.7500,2057.5000
"2015-01-01 20:00:00",2058.7500,2061.5000,2060.7500,2058.7500
"2015-01-01 21:00:00",2060.5000,2062.5000,2062.0000,2060.5000
"2015-01-01 22:00:00",2061.7500,2062.0000,2061.5000,2061.5000
"2015-01-01 23:00:00",2061.7500,2063.2500,2063.0000,2061.5000
"2015-01-02 00:00:00",2063.0000,2063.7500,2062.2500,2062.0000
"2015-01-02 01:00:00",2062.2500,2063.7500,2063.7500,2061.2500
"2015-01-02 02:00:00",2064.0000,2067.0000,2066.5000,2063.5000
"2015-01-02 03:00:00",2066.7500,2067.0000,2060.5000,2060.5000
"2015-01-02 04:00:00",2060.2500,2061.5000,2060.0000,2058.7500
"2015-01-02 05:00:00",2060.2500,2061.7500,2060.2500,2057.7500
"2015-01-02 06:00:00",2060.5000,2061.2500,2058.2500,2057.7500
"2015-01-02 07:00:00",2058.5000,2061.7500,2061.0000,2058.5000
"2015-01-02 08:00:00",2061.0000,2061.7500,2061.5000,2058.7500
"2015-01-02 09:00:00",2061.7500,2066.2500,2062.2500,2060.2500
"2015-01-02 10:00:00",2061.7500,2062.7500,2049.5000,2045.5000
"2015-01-02 11:00:00",2050.0000,2050.0000,2046.7500,2041.7500
"2015-01-02 12:00:00",2046.5000,2051.0000,2045.2500,2044.5000
"2015-01-02 13:00:00",2045.5000,2047.0000,2043.0000,2038.7500
"2015-01-02 14:00:00",2042.7500,2050.0000,2047.5000,2042.5000
"2015-01-02 15:00:00",2047.2500,2055.7500,2050.5000,2043.2500
"2015-01-02 16:00:00",2049.0000,2050.2500,2047.0000,2045.0000
"2015-01-04 18:00:00",2045.5000,2045.7500,2040.2500,2039.0000
"2015-01-04 19:00:00",2040.0000,2041.2500,2038.5000,2037.2500
"2015-01-04 20:00:00",2038.7500,2043.7500,2043.2500,2038.5000
"2015-01-04 21:00:00",2043.2500,2043.5000,2042.2500,2041.7500
"2015-01-04 22:00:00",2042.5000,2046.7500,2046.5000,2042.2500
"2015-01-04 23:00:00",2046.5000,2047.5000,2047.2500,2044.5000
"2015-01-05 00:00:00",2047.5000,2047.5000,2045.2500,2045.0000
"2015-01-05 01:00:00",2045.0000,2046.0000,2043.0000,2043.0000
"2015-01-05 02:00:00",2043.0000,2043.7500,2041.0000,2040.7500
"2015-01-05 03:00:00",2041.2500,2048.0000,2047.5000,2041.2500
"2015-01-05 04:00:00",2047.7500,2047.7500,2043.0000,2042.2500
"2015-01-05 05:00:00",2042.7500,2044.2500,2040.2500,2040.0000
"2015-01-05 06:00:00",2040.5000,2043.7500,2041.5000,2040.0000
"2015-01-05 07:00:00",2041.7500,2043.5000,2041.7500,2040.5000
"2015-01-05 08:00:00",2042.0000,2043.5000,2036.5000,2034.7500
"2015-01-05 09:00:00",2036.2500,2040.2500,2027.7500,2027.2500
"2015-01-05 10:00:00",2027.5000,2031.2500,2024.2500,2021.2500
"2015-01-05 11:00:00",2024.5000,2025.0000,2023.2500,2017.7500
"2015-01-05 12:00:00",2023.0000,2024.0000,2015.5000,2012.7500
"2015-01-05 13:00:00",2015.2500,2017.5000,2016.0000,2011.5000
"2015-01-05 14:00:00",2015.7500,2016.2500,2010.5000,2009.7500
"2015-01-05 15:00:00",2010.2500,2019.5000,2014.0000,2009.5000
"2015-01-05 16:00:00",2014.2500,2018.2500,2018.0000,2012.2500
"2015-01-05 17:00:00",2018.2500,2018.2500,2017.7500,2017.5000
"2015-01-05 18:00:00",2018.7500,2020.2500,2020.2500,2018.0000
"2015-01-05 19:00:00",2020.0000,2020.0000,2016.0000,2015.5000
"2015-01-05 20:00:00",2016.2500,2017.7500,2016.7500,2016.2500
"2015-01-05 21:00:00",2016.5000,2018.5000,2017.5000,2015.0000
"2015-01-05 22:00:00",2017.2500,2017.5000,2015.0000,2014.7500
"2015-01-05 23:00:00",2014.7500,2015.0000,2014.0000,2013.0000
"2015-01-06 00:00:00",2014.2500,2015.2500,2015.0000,2013.0000
"2015-01-06 01:00:00",2014.7500,2015.0000,2014.7500,2013.7500
"2015-01-06 02:00:00",2014.5000,2018.5000,2018.5000,2014.2500
"2015-01-06 03:00:00",2018.7500,2019.0000,2012.5000,2011.5000
"2015-01-06 04:00:00",2012.7500,2015.2500,2013.2500,2011.5000
"2015-01-06 05:00:00",2013.0000,2013.7500,2013.2500,2011.2500
"2015-01-06 06:00:00",2013.5000,2022.2500,2022.0000,2013.2500
"2015-01-06 07:00:00",2022.2500,2022.2500,2018.7500,2017.2500
"2015-01-06 08:00:00",2019.0000,2020.7500,2015.2500,2013.5000
"2015-01-06 09:00:00",2015.5000,2020.0000,2016.5000,2013.2500
"2015-01-06 10:00:00",2016.0000,2023.2500,2009.2500,2009.0000
"2015-01-06 11:00:00",2009.0000,2009.2500,1995.7500,1994.2500
"2015-01-06 12:00:00",1996.0000,1997.7500,1997.0000,1987.7500
"2015-01-06 13:00:00",1996.7500,1997.0000,1994.2500,1984.5000
"2015-01-06 14:00:00",1994.0000,2005.7500,2002.0000,1988.7500
"2015-01-06 15:00:00",2001.7500,2009.7500,1994.5000,1994.2500
"2015-01-06 16:00:00",1994.0000,1996.0000,1994.7500,1992.0000
"2015-01-06 17:00:00",1994.5000,1995.2500,1995.0000,1994.5000
"2015-01-06 18:00:00",1996.5000,1998.5000,1996.7500,1995.7500
"2015-01-06 19:00:00",1997.0000,1998.5000,1998.2500,1997.0000
"2015-01-06 20:00:00",1998.5000,2000.7500,2000.2500,1998.5000
"2015-01-06 21:00:00",2000.2500,2000.7500,2000.0000,1999.0000
"2015-01-06 22:00:00",1999.7500,2000.7500,2000.5000,1999.0000
"2015-01-06 23:00:00",2000.2500,2000.7500,2000.2500,2000.0000
"2015-01-07 00:00:00",2000.0000,2000.5000,1998.5000,1998.0000
"2015-01-07 01:00:00",1998.2500,2000.5000,2000.5000,1998.2500
"2015-01-07 02:00:00",2000.7500,2002.2500,2001.5000,1999.7500
"2015-01-07 03:00:00",2001.2500,2002.7500,2001.0000,1999.0000
"2015-01-07 04:00:00",2001.2500,2003.0000,2001.7500,1997.0000
